account_npi,call_type,call_record_type,date,account_target_type,territory
,Sample Only,POC Call Report,,DSA TOP 30,3102A1
1565892183,Detail Only,SAM HCO Call Report,11/5/2024,DSS TOP 30,3402S1
2137169245,Call Only,Group Training,12/29/2024,DSA TOP 30,3101A1
1335280192,Call Only,Event Call Report,8/3/2024,DSA TOP 30,3501A1
96CAC8D79E,Detail Only,Group Training,11/23/2024,DSA NEXT BEST,3302A1
1938224704,Sample Only,Non-Sampled Call,7/31/2024,DSA TOP 30,3102A1
2219798754,Detail Only,POC Call Report,11/8/2024,DSA NT AFFILIATE,3102A1
2368589012,Detail with Sample,SAM HCO Call Report,2/20/2024,DSA TOP 30,3602S1
2692142082,Detail with Sample,Group Training,11/20/2024,NON-TARGET,3501A1
,Detail Only,Group Training,10/1/2024,DSS TOP 30,3302A1
2925566982,Group Detail,Sampled Call,9/16/2024,NON-TARGET,3602S1
,Call Only,P2P Call,1/1/2024,DSA NT AFFILIATE,3501A1
66F3A28712,Detail Only,HCP Call,12/16/2024,NON-TARGET,3201S1
1765955990,Detail Only,Event Call Report,11/21/2024,DSS TOP 30,3202S1
1401482276,Detail Only,Non-Sampled Call,9/8/2024,NON-TARGET,3402S1
,Detail Only,Group Training,,DSA NT AFFILIATE,3602S1
,Sample Only,POC Call Report,,DSS TOP 30,3102A1
,Call Only,Group Training,,NON-TARGET,3201S1
1782810996,Group Detail,P2P Call,,DSA NT AFFILIATE,3601A1
2802708624,Sample Only,Marketing Event,5/11/2024,DSA NEXT BEST,3102A1
1431824851,Group Detail,P2P Call,8/27/2024,DSA NEXT BEST,3401S1
B54D910111,Call Only,Marketing Event,2/2/2024,DSA NT AFFILIATE,3201S1
2384026965,Detail Only,POC Call Report,6/4/2024,DSA NEXT BEST,3501A1
2874075027,Sample Only,Sampled Call,,DSA NEXT BEST,3203S1
2254674886,Detail Only,Group Training,1/1/2024,DSA NEXT BEST,3401S1
1146553837,Group Detail,Marketing Event,5/2/2024,DSA NEXT BEST,3602S1
2100783873,Group Detail,Marketing Event,12/12/2024,DSA TOP 30,3601A1
47D1CA0B99,Sample Only,Group Training,8/6/2024,DSA NEXT BEST,3402S1
1298300763,Detail Only,P2P Call,11/7/2024,DSA NT AFFILIATE,3201S1
,Detail with Sample,P2P Call,8/21/2024,DSA NT AFFILIATE,3402S1
0A378D801B,Sample Only,Sampled Call,4/5/2024,DSA NT AFFILIATE,3402S1
1430565968,Detail with Sample,Group Training,7/13/2024,DSS TOP 30,3303A1
1438197814,Call Only,Non-Sampled Call,5/25/2024,DSA NT AFFILIATE,3501A1
,Detail with Sample,Marketing Event,1/29/2024,DSA NEXT BEST,3301A1
1245245939,Detail Only,Event Call Report,9/11/2024,DSS TOP 30,3501A1
2476724998,Call Only,P2P Call,8/1/2024,NON-TARGET,3101A1
,Call Only,P2P Call,,NON-TARGET,3401S1
1526840234,Sample Only,POC Call Report,3/11/2024,DSA NEXT BEST,3301A1
2987214836,Detail with Sample,Marketing Event,5/16/2024,DSA NEXT BEST,3602S1
,Call Only,Sampled Call,5/14/2024,DSA NT AFFILIATE,3602S1
2913041709,Call Only,POC Call Report,11/28/2024,DSS TOP 30,3201S1
2843569340,Call Only,SAM HCO Call Report,12/1/2024,DSA NT AFFILIATE,3102A1
1811853983,Detail Only,P2P Call,3/16/2024,DSA NT AFFILIATE,3401S1
6695308160,Call Only,Marketing Event,2/13/2024,DSS TOP 30,3302A1
2933704856,Group Detail,Marketing Event,7/4/2024,DSA NEXT BEST,3601A1
2072303809,Detail with Sample,HCP Call,,NON-TARGET,3501A1
1603877976,Detail Only,P2P Call,10/31/2024,DSA TOP 30,3203S1
2733799031,Detail with Sample,SAM HCO Call Report,3/13/2024,DSS TOP 30,3303A1
2476607833,Group Detail,Marketing Event,4/13/2024,DSS TOP 30,3202S1
2584844647,Sample Only,Event Call Report,7/29/2024,DSS TOP 30,3202S1
1108602010,Sample Only,Group Training,6/28/2024,DSA TOP 30,3402S1
1526899594,Call Only,Event Call Report,3/13/2024,DSS TOP 30,3202S1
1790510554,Detail Only,Sampled Call,7/8/2024,DSA NEXT BEST,3203S1
2436961540,Group Detail,POC Call Report,,DSA NEXT BEST,3203S1
2514882907,Detail with Sample,POC Call Report,9/1/2024,DSA NT AFFILIATE,3601A1
B9B0F9FDF8,Sample Only,Non-Sampled Call,8/4/2024,DSA NT AFFILIATE,3602S1
,Detail Only,HCP Call,7/16/2024,NON-TARGET,3602S1
,Group Detail,HCP Call,,DSS TOP 30,3203S1
2448970414,Sample Only,P2P Call,3/12/2024,DSA NT AFFILIATE,3101A1
1168666921,Sample Only,Non-Sampled Call,7/24/2024,DSA TOP 30,3601A1
2539249116,Group Detail,SAM HCO Call Report,4/19/2024,DSS TOP 30,3202S1
1871523096,Detail Only,HCP Call,12/19/2024,DSA TOP 30,3203S1
,Call Only,Marketing Event,,DSS TOP 30,3602S1
,Call Only,P2P Call,11/21/2024,DSS TOP 30,3602S1
2641364587,Sample Only,Group Training,1/10/2024,DSA NT AFFILIATE,3601A1
1358157665,Call Only,HCP Call,3/21/2024,NON-TARGET,3202S1
2759305515,Group Detail,P2P Call,8/10/2024,DSA NT AFFILIATE,3302A1
2526431560,Group Detail,Non-Sampled Call,7/18/2024,NON-TARGET,3501A1
,Detail Only,Non-Sampled Call,11/24/2024,NON-TARGET,3402S1
,Detail Only,Non-Sampled Call,9/11/2024,DSA NEXT BEST,3101A1
1327610711,Detail Only,SAM HCO Call Report,12/14/2024,DSA NT AFFILIATE,3502S1
1986422242,Detail Only,SAM HCO Call Report,4/17/2024,DSS TOP 30,3402S1
,Call Only,Event Call Report,7/6/2024,NON-TARGET,3402S1
1162395402,Sample Only,HCP Call,6/26/2024,DSA NEXT BEST,3201S1
1103229314,Group Detail,SAM HCO Call Report,5/4/2024,DSA NT AFFILIATE,3303A1
2390228223,Sample Only,Event Call Report,,DSA NT AFFILIATE,3103A1
2668743061,Sample Only,Group Training,12/3/2024,NON-TARGET,3601A1
,Group Detail,Marketing Event,,DSS TOP 30,3202S1
1426453207,Sample Only,Sampled Call,12/9/2024,DSS TOP 30,3101A1
1605448115,Group Detail,Marketing Event,10/31/2024,DSA NEXT BEST,3502S1
,Detail Only,POC Call Report,1/17/2024,DSA NEXT BEST,3502S1
1049432204,Detail with Sample,Sampled Call,5/10/2024,DSA NEXT BEST,3201S1
2063023176,Call Only,Non-Sampled Call,11/11/2024,DSA TOP 30,3201S1
2369560293,Group Detail,Group Training,5/27/2024,DSA NEXT BEST,3203S1
2332189162,Call Only,P2P Call,3/27/2024,DSA NEXT BEST,3101A1
1069208823,Detail Only,Event Call Report,7/21/2024,DSA NT AFFILIATE,3303A1
1533825178,Group Detail,HCP Call,12/25/2024,DSA NEXT BEST,3201S1
2136370018,Detail with Sample,Marketing Event,1/20/2024,DSA NEXT BEST,3101A1
1843174721,Sample Only,P2P Call,2/4/2024,DSA NT AFFILIATE,3102A1
86670C6BE5,Detail with Sample,Sampled Call,7/14/2024,DSA NT AFFILIATE,3601A1
2451138602,Detail Only,Group Training,5/29/2024,DSA TOP 30,3203S1
,Detail Only,HCP Call,9/2/2024,DSS TOP 30,3202S1
2563700000,Sample Only,SAM HCO Call Report,5/5/2024,DSA NT AFFILIATE,3201S1
1420352054,Detail with Sample,Event Call Report,11/1/2024,DSS TOP 30,3101A1
2762085682,Sample Only,P2P Call,,DSS TOP 30,3402S1
,Detail Only,Event Call Report,5/29/2024,DSS TOP 30,3502S1
1952207361,Group Detail,Marketing Event,4/14/2024,DSS TOP 30,3201S1
1420078857,Detail with Sample,HCP Call,1/17/2024,DSS TOP 30,3502S1
2209481122,Detail with Sample,P2P Call,10/6/2024,DSA TOP 30,3102A1
2733799031,Detail with Sample,Sampled Call,2/8/2024,DSA TOP 30,3101A1
1089486292,Call Only,Event Call Report,,DSA NT AFFILIATE,3203S1
2557329675,Call Only,SAM HCO Call Report,6/9/2024,DSA NT AFFILIATE,3602S1
1200131629,Group Detail,Group Training,3/11/2024,DSA NT AFFILIATE,3201S1
2720133236,Detail Only,Marketing Event,8/2/2024,NON-TARGET,3401S1
,Call Only,HCP Call,2/25/2024,DSA NT AFFILIATE,3602S1
2420426906,Group Detail,HCP Call,4/21/2024,DSA TOP 30,3202S1
1412985093,Detail Only,POC Call Report,5/25/2024,DSA NT AFFILIATE,3502S1
2134023999,Call Only,HCP Call,,DSS TOP 30,3201S1
1714798368,Detail Only,P2P Call,4/10/2024,NON-TARGET,3502S1
1212446981,Call Only,SAM HCO Call Report,2/22/2024,DSA TOP 30,3102A1
1414769057,Call Only,POC Call Report,7/29/2024,DSA NEXT BEST,3502S1
1732552839,Sample Only,Group Training,8/31/2024,NON-TARGET,3401S1
,Group Detail,Non-Sampled Call,4/19/2024,DSS TOP 30,3103A1
5874943755,Sample Only,Sampled Call,4/26/2024,DSA TOP 30,3401S1
1833719105,Detail Only,SAM HCO Call Report,12/5/2024,DSA NT AFFILIATE,3203S1
2976926143,Sample Only,Non-Sampled Call,4/5/2024,DSA NEXT BEST,3302A1
1017465533,Detail with Sample,SAM HCO Call Report,1/4/2024,DSA TOP 30,3602S1
2072303809,Group Detail,Sampled Call,,DSS TOP 30,3401S1
2780708869,Call Only,Event Call Report,8/10/2024,NON-TARGET,3602S1
1503367177,Detail with Sample,Event Call Report,,DSS TOP 30,3502S1
1068200649,Sample Only,Event Call Report,8/6/2024,DSS TOP 30,3203S1
2680648173,Group Detail,HCP Call,11/23/2024,DSA NEXT BEST,3502S1
9642695952,Detail with Sample,SAM HCO Call Report,8/8/2024,DSA TOP 30,3102A1
C1D6F022F2,Detail Only,Group Training,11/8/2024,DSS TOP 30,3401S1
1899231334,Detail with Sample,Event Call Report,4/20/2024,DSA TOP 30,3303A1
,Detail with Sample,P2P Call,9/13/2024,DSA NT AFFILIATE,3203S1
1812159380,Sample Only,POC Call Report,10/25/2024,DSA NT AFFILIATE,3303A1
2800137865,Detail Only,Non-Sampled Call,1/6/2024,DSA TOP 30,3602S1
1264621168,Group Detail,HCP Call,1/14/2024,DSA NEXT BEST,3303A1
,Sample Only,Marketing Event,,DSA NT AFFILIATE,3303A1
2874075027,Sample Only,Group Training,6/16/2024,NON-TARGET,3302A1
310466C5F6,Detail Only,SAM HCO Call Report,9/9/2024,DSA NT AFFILIATE,3101A1
375BF9572A,Detail Only,Non-Sampled Call,11/17/2024,DSA NEXT BEST,3203S1
2502760354,Call Only,HCP Call,2/15/2024,DSA NEXT BEST,3401S1
2566081671,Sample Only,Sampled Call,2/10/2024,DSA TOP 30,3103A1
,Group Detail,HCP Call,,DSA TOP 30,3303A1
1272536507,Call Only,HCP Call,10/24/2024,DSA TOP 30,3101A1
2454020864,Sample Only,Event Call Report,10/29/2024,NON-TARGET,3201S1
1818824292,Sample Only,P2P Call,10/31/2024,NON-TARGET,3302A1
1453052027,Call Only,Marketing Event,8/4/2024,DSA TOP 30,3102A1
1126966814,Detail Only,Non-Sampled Call,,DSA TOP 30,3102A1
1788603411,Detail with Sample,Sampled Call,10/31/2024,DSA NT AFFILIATE,3502S1
5CA7094888,Sample Only,HCP Call,1/7/2024,DSA NEXT BEST,3103A1
1880002355,Detail Only,POC Call Report,12/2/2024,DSA NEXT BEST,3601A1
1362000331,Detail Only,P2P Call,3/29/2024,DSA TOP 30,3602S1
826F1F035D,Detail Only,Marketing Event,4/9/2024,NON-TARGET,3602S1
1233877016,Group Detail,Marketing Event,6/1/2024,DSA NEXT BEST,3601A1
34A437047A,Sample Only,Event Call Report,,DSA NT AFFILIATE,3602S1
1634326472,Call Only,Event Call Report,,DSS TOP 30,3301A1
,Call Only,POC Call Report,,DSA NT AFFILIATE,3402S1
,Group Detail,SAM HCO Call Report,,NON-TARGET,3201S1
2462108768,Detail with Sample,POC Call Report,3/4/2024,DSS TOP 30,3203S1
2457796866,Detail Only,P2P Call,9/16/2024,NON-TARGET,3103A1
2856105230,Sample Only,P2P Call,2/15/2024,DSA NEXT BEST,3201S1
1629723329,Detail Only,Event Call Report,2/16/2024,DSS TOP 30,3402S1
2653200416,Group Detail,P2P Call,,DSA TOP 30,3303A1
B8A07DF69C,Detail Only,P2P Call,5/21/2024,DSA NEXT BEST,3102A1
2802708624,Sample Only,Marketing Event,5/1/2024,DSA NEXT BEST,3201S1
,Detail Only,Event Call Report,,DSA NT AFFILIATE,3501A1
1627734229,Call Only,Non-Sampled Call,2/14/2024,NON-TARGET,3303A1
1476511884,Detail with Sample,SAM HCO Call Report,3/10/2024,DSA NT AFFILIATE,3401S1
2038862716,Sample Only,HCP Call,1/8/2024,DSA NT AFFILIATE,3502S1
2238479543,Detail Only,P2P Call,,DSA TOP 30,3201S1
2390589261,Sample Only,Sampled Call,7/16/2024,DSS TOP 30,3401S1
1181943000,Group Detail,SAM HCO Call Report,9/19/2024,DSA NT AFFILIATE,3102A1
2762085682,Detail with Sample,Event Call Report,7/27/2024,DSA NEXT BEST,3101A1
2368589012,Group Detail,Non-Sampled Call,10/25/2024,DSA NEXT BEST,3101A1
2601457985,Detail Only,SAM HCO Call Report,5/17/2024,DSS TOP 30,3101A1
2877579835,Detail Only,P2P Call,10/20/2024,DSA NT AFFILIATE,3101A1
2504530243,Call Only,SAM HCO Call Report,11/4/2024,DSA TOP 30,3302A1
2725022574,Detail Only,Marketing Event,7/11/2024,DSA NEXT BEST,3101A1
266115109E,Call Only,Sampled Call,6/6/2024,DSA NT AFFILIATE,3302A1
,Sample Only,Sampled Call,9/9/2024,DSA NT AFFILIATE,3302A1
1785367804,Group Detail,Marketing Event,4/16/2024,DSA TOP 30,3601A1
2640923583,Detail Only,Event Call Report,11/4/2024,NON-TARGET,3502S1
1016453175,Sample Only,Sampled Call,4/3/2024,DSS TOP 30,3103A1
2715215329,Group Detail,HCP Call,5/19/2024,DSA NEXT BEST,3102A1
1453185355,Detail Only,Event Call Report,9/4/2024,NON-TARGET,3303A1
1066577428,Group Detail,POC Call Report,6/6/2024,DSS TOP 30,3601A1
2158006433,Call Only,Group Training,6/5/2024,DSA NT AFFILIATE,3202S1
566E192B16,Group Detail,POC Call Report,10/17/2024,NON-TARGET,3201S1
,Call Only,Event Call Report,,DSA TOP 30,3401S1
1414769057,Detail Only,Non-Sampled Call,8/15/2024,DSA NT AFFILIATE,3302A1
,Detail with Sample,Marketing Event,7/25/2024,NON-TARGET,3303A1
2092203500,Sample Only,POC Call Report,12/20/2024,NON-TARGET,3502S1
,Detail with Sample,Event Call Report,3/11/2024,DSA TOP 30,3301A1
2078264534,Sample Only,Event Call Report,5/28/2024,NON-TARGET,3602S1
1744078039,Sample Only,Sampled Call,,DSA NEXT BEST,3401S1
,Call Only,HCP Call,,NON-TARGET,3303A1
2665207474,Call Only,P2P Call,4/30/2024,DSA NT AFFILIATE,3302A1
2732809963,Detail with Sample,HCP Call,7/8/2024,NON-TARGET,3402S1
1092967205,Detail with Sample,SAM HCO Call Report,2/21/2024,DSA TOP 30,3602S1
2371502507,Detail with Sample,SAM HCO Call Report,11/7/2024,DSS TOP 30,3501A1
1016453175,Detail with Sample,HCP Call,10/27/2024,DSA NEXT BEST,3303A1
,Detail Only,P2P Call,1/17/2024,DSS TOP 30,3602S1
2404745974,Detail with Sample,Group Training,4/26/2024,DSS TOP 30,3202S1
1332377785,Call Only,HCP Call,11/21/2024,DSS TOP 30,3302A1
2601596790,Group Detail,Non-Sampled Call,10/25/2024,NON-TARGET,3203S1
1683349086,Group Detail,Event Call Report,1/18/2024,NON-TARGET,3401S1
2686162088,Group Detail,Event Call Report,5/30/2024,DSA TOP 30,3602S1
,Call Only,POC Call Report,,DSA NT AFFILIATE,3602S1
1605448115,Detail Only,Event Call Report,3/6/2024,DSA TOP 30,3303A1
,Group Detail,Event Call Report,,DSS TOP 30,3203S1
1756434658,Detail Only,Non-Sampled Call,7/22/2024,NON-TARGET,3102A1
2910389697,Detail Only,POC Call Report,,DSA TOP 30,3303A1
2387680214,Detail Only,Non-Sampled Call,7/13/2024,NON-TARGET,3301A1
6937255351,Call Only,HCP Call,9/26/2024,DSA NT AFFILIATE,3301A1
2125673919,Detail Only,P2P Call,3/9/2024,DSS TOP 30,3401S1
7799751289,Call Only,P2P Call,4/20/2024,DSS TOP 30,3302A1
1108602010,Sample Only,Marketing Event,6/16/2024,NON-TARGET,3302A1
,Group Detail,SAM HCO Call Report,12/21/2024,DSA TOP 30,3103A1
,Sample Only,Sampled Call,8/8/2024,DSA NT AFFILIATE,3203S1
1986103370,Detail Only,Group Training,2/28/2024,DSA TOP 30,3402S1
1661990349,Detail Only,Non-Sampled Call,11/8/2024,DSS TOP 30,3102A1
1582895387,Group Detail,P2P Call,5/12/2024,DSS TOP 30,3502S1
1525338172,Detail with Sample,POC Call Report,3/20/2024,DSA NT AFFILIATE,3501A1
9939196375,Detail Only,POC Call Report,5/12/2024,DSS TOP 30,3103A1
1012318026,Sample Only,SAM HCO Call Report,1/26/2024,DSA NEXT BEST,3502S1
2048362384,Sample Only,SAM HCO Call Report,,DSA NEXT BEST,3502S1
7297785797,Sample Only,Non-Sampled Call,3/17/2024,NON-TARGET,3301A1
3050292758,Group Detail,Event Call Report,2/4/2024,DSS TOP 30,3401S1
2369560293,Call Only,Sampled Call,1/31/2024,NON-TARGET,3102A1
1996984769,Detail with Sample,P2P Call,4/18/2024,DSS TOP 30,3402S1
2513322343,Group Detail,POC Call Report,,NON-TARGET,3101A1
,Group Detail,P2P Call,4/18/2024,DSS TOP 30,3103A1
1504199454,Detail Only,Marketing Event,4/21/2024,DSA TOP 30,3201S1
2568345892,Call Only,P2P Call,9/25/2024,DSA NT AFFILIATE,3201S1
2461636891,Call Only,P2P Call,3/14/2024,DSS TOP 30,3303A1
,Detail Only,POC Call Report,,DSA NEXT BEST,3102A1
2041759610,Call Only,Marketing Event,12/10/2024,DSS TOP 30,3201S1
,Group Detail,Sampled Call,8/11/2024,DSA NEXT BEST,3602S1
2948926585,Sample Only,SAM HCO Call Report,7/23/2024,NON-TARGET,3102A1
,Detail with Sample,Non-Sampled Call,3/11/2024,DSA TOP 30,3102A1
2603560745,Group Detail,HCP Call,7/15/2024,DSA NEXT BEST,3101A1
2733569335,Group Detail,HCP Call,12/8/2024,DSA NEXT BEST,3502S1
1597733847,Call Only,POC Call Report,8/15/2024,DSA NT AFFILIATE,3601A1
1199764034,Detail Only,POC Call Report,1/23/2024,DSS TOP 30,3203S1
2140079696,Detail Only,POC Call Report,9/21/2024,DSA NT AFFILIATE,3201S1
2057383909,Call Only,SAM HCO Call Report,11/6/2024,DSA NT AFFILIATE,3101A1
1080603911,Call Only,Sampled Call,7/1/2024,DSA TOP 30,3202S1
1916075169,Group Detail,Event Call Report,2/12/2024,DSA NEXT BEST,3203S1
1506193828,Call Only,SAM HCO Call Report,9/27/2024,NON-TARGET,3101A1
1654683901,Call Only,Sampled Call,9/1/2024,DSA TOP 30,3203S1
A84E79474B,Detail with Sample,Event Call Report,9/30/2024,NON-TARGET,3401S1
2151638356,Detail Only,Sampled Call,2/3/2024,DSA NT AFFILIATE,3203S1
1530495777,Call Only,POC Call Report,9/20/2024,DSA TOP 30,3101A1
1077879022,Call Only,P2P Call,1/27/2024,DSA TOP 30,3103A1
2749968075,Group Detail,POC Call Report,5/17/2024,DSA NT AFFILIATE,3103A1
1912573530,Call Only,P2P Call,1/31/2024,DSA TOP 30,3201S1
,Sample Only,Non-Sampled Call,12/10/2024,DSA TOP 30,3301A1
1925349928,Group Detail,Sampled Call,6/4/2024,DSA NT AFFILIATE,3401S1
2142391172,Sample Only,Marketing Event,11/3/2024,NON-TARGET,3202S1
2270411511,Detail Only,Non-Sampled Call,,DSA NEXT BEST,3203S1
1775739970,Detail with Sample,Sampled Call,3/31/2024,DSA TOP 30,3102A1
2501401638,Sample Only,Marketing Event,1/14/2024,DSA TOP 30,3402S1
1783835869,Detail with Sample,SAM HCO Call Report,7/20/2024,NON-TARGET,3302A1
1754775144,Detail Only,Sampled Call,2/25/2024,DSA NEXT BEST,3301A1
1846970414,Sample Only,Group Training,4/6/2024,DSA TOP 30,3601A1
3398FD15E9,Sample Only,Group Training,10/16/2024,DSA TOP 30,3102A1
1520100601,Detail Only,Event Call Report,11/3/2024,DSA NT AFFILIATE,3402S1
1560917534,Detail with Sample,Non-Sampled Call,2/15/2024,DSS TOP 30,3402S1
,Detail Only,POC Call Report,,DSA TOP 30,3501A1
1769222934,Detail with Sample,P2P Call,,DSA TOP 30,3601A1
1211074941,Call Only,Sampled Call,,DSA NT AFFILIATE,3602S1
2632114043,Detail Only,P2P Call,12/6/2024,DSA NEXT BEST,3602S1
1397474147,Detail Only,SAM HCO Call Report,1/14/2024,DSA TOP 30,3301A1
1603227545,Detail Only,Group Training,9/29/2024,DSA NEXT BEST,3302A1
2287718908,Detail Only,SAM HCO Call Report,3/26/2024,DSA TOP 30,3602S1
3125448922,Group Detail,Group Training,,DSA NEXT BEST,3203S1
,Call Only,Sampled Call,7/18/2024,DSS TOP 30,3501A1
1237051568,Call Only,Marketing Event,6/16/2024,DSA TOP 30,3401S1
2158006433,Detail Only,HCP Call,2/18/2024,DSA TOP 30,3601A1
2428903716,Group Detail,Marketing Event,4/10/2024,DSA NEXT BEST,3103A1
1936625845,Group Detail,HCP Call,10/10/2024,NON-TARGET,3201S1
2489368874,Detail with Sample,HCP Call,,DSS TOP 30,3201S1
1011051776,Detail with Sample,Marketing Event,6/24/2024,DSS TOP 30,3101A1
1493746430,Sample Only,Group Training,12/20/2024,DSA NT AFFILIATE,3601A1
1014734022,Sample Only,HCP Call,,DSA NEXT BEST,3303A1
2680648173,Detail Only,POC Call Report,8/6/2024,DSA NEXT BEST,3401S1
2758580171,Call Only,HCP Call,10/29/2024,DSA NT AFFILIATE,3201S1
1527155939,Call Only,Group Training,,DSA NEXT BEST,3301A1
8514342925,Call Only,HCP Call,7/1/2024,DSA NEXT BEST,3601A1
2773813668,Call Only,Event Call Report,,NON-TARGET,3303A1
2053521973,Group Detail,Non-Sampled Call,6/28/2024,DSS TOP 30,3202S1
1855444293,Detail Only,Group Training,11/19/2024,DSS TOP 30,3103A1
1674257876,Detail with Sample,Group Training,5/8/2024,DSA TOP 30,3301A1
2768634053,Sample Only,SAM HCO Call Report,4/21/2024,NON-TARGET,3601A1
2556593222,Sample Only,Non-Sampled Call,,DSA NEXT BEST,3202S1
,Detail with Sample,HCP Call,10/21/2024,DSS TOP 30,3302A1
2043870134,Call Only,HCP Call,5/21/2024,DSS TOP 30,3202S1
,Sample Only,POC Call Report,,DSA NT AFFILIATE,3303A1
1387680760,Detail with Sample,Marketing Event,,DSA NT AFFILIATE,3301A1
1452224569,Sample Only,Sampled Call,1/22/2024,NON-TARGET,3301A1
2968543245,Call Only,POC Call Report,12/10/2024,DSS TOP 30,3203S1
2484625435,Detail with Sample,POC Call Report,1/14/2024,DSS TOP 30,3602S1
2012941411,Detail Only,Event Call Report,6/21/2024,DSA TOP 30,3202S1
2126968136,Group Detail,Non-Sampled Call,5/9/2024,DSA TOP 30,3201S1
1060738232,Call Only,SAM HCO Call Report,6/24/2024,NON-TARGET,3502S1
2505827960,Group Detail,Marketing Event,12/7/2024,DSA TOP 30,3402S1
,Detail with Sample,SAM HCO Call Report,2/18/2024,DSA NT AFFILIATE,3303A1
